Date,Time,Occupied Spaces,Unoccupied Spaces,Weather
2012-11-09,08:11:36,90,10,Rainy
2012-11-09,08:16:36,91,9,Rainy
2012-11-09,08:21:36,92,8,Rainy
2012-11-09,08:26:37,93,7,Rainy
2012-11-09,08:31:37,94,6,Rainy
2012-11-09,08:36:37,94,6,Rainy
2012-11-09,08:41:38,94,6,Rainy
2012-11-09,08:46:38,93,6,Rainy
2012-11-09,08:51:38,94,6,Rainy
2012-11-09,08:56:38,94,6,Rainy
2012-11-09,09:01:38,95,5,Rainy
2012-11-09,09:06:39,95,5,Rainy
2012-11-09,09:11:39,95,5,Rainy
2012-11-09,09:16:39,94,6,Rainy
2012-11-09,09:21:39,95,5,Rainy
2012-11-09,09:26:40,95,5,Rainy
2012-11-09,09:31:40,96,4,Rainy
2012-11-09,09:36:40,96,4,Rainy
2012-11-09,09:41:40,96,4,Rainy
2012-11-09,09:46:41,96,4,Rainy
2012-11-09,09:51:41,96,4,Rainy
2012-11-09,09:56:41,96,4,Rainy
2012-11-09,10:01:41,95,5,Rainy
2012-11-09,10:06:41,96,4,Rainy
2012-11-09,10:11:42,96,4,Rainy
2012-11-09,10:16:42,96,4,Rainy
2012-11-09,10:21:42,93,7,Rainy
2012-11-09,10:26:42,92,7,Rainy
2012-11-09,10:31:43,94,6,Rainy
2012-11-09,10:36:43,93,7,Rainy
2012-11-09,10:41:43,92,8,Rainy
2012-11-09,10:46:43,92,8,Rainy
2012-11-09,10:51:44,93,7,Rainy
2012-11-09,10:56:44,94,6,Rainy
2012-11-09,11:01:44,92,8,Rainy
2012-11-09,11:06:44,90,10,Rainy
2012-11-09,11:11:44,90,10,Rainy
2012-11-09,11:16:45,89,11,Rainy
2012-11-09,11:21:45,88,12,Rainy
2012-11-09,11:26:45,87,13,Rainy
2012-11-09,11:31:45,83,17,Rainy
2012-11-09,11:36:46,82,18,Rainy
2012-11-09,11:41:46,78,21,Rainy
2012-11-09,11:46:46,76,24,Rainy
2012-11-09,11:51:46,72,28,Rainy
2012-11-09,11:56:47,66,34,Rainy
2012-11-09,12:01:47,62,38,Rainy
2012-11-09,12:06:47,59,41,Rainy
2012-11-09,12:11:47,55,45,Rainy
2012-11-09,12:16:48,51,49,Rainy
2012-11-09,12:21:48,49,51,Rainy
2012-11-09,12:26:48,47,53,Rainy
2012-11-09,12:31:48,47,53,Rainy
2012-11-09,12:36:49,43,57,Rainy
2012-11-09,12:41:49,41,59,Rainy
2012-11-09,12:46:49,40,60,Rainy
2012-11-09,12:51:49,41,59,Rainy
2012-11-09,12:56:50,40,60,Rainy
2012-11-09,13:01:50,43,57,Rainy
2012-11-09,13:06:50,43,57,Rainy
2012-11-09,13:11:50,44,56,Rainy
2012-11-09,13:16:51,45,55,Rainy
2012-11-09,13:21:51,47,53,Rainy
2012-11-09,13:26:51,52,48,Rainy
2012-11-09,13:31:51,52,48,Rainy
2012-11-09,13:36:51,54,46,Rainy
2012-11-09,13:41:52,53,47,Rainy
2012-11-09,13:46:52,58,42,Rainy
2012-11-09,13:51:52,60,40,Rainy
2012-11-09,13:56:53,60,40,Rainy
2012-11-09,14:01:53,64,36,Rainy
2012-11-09,14:06:53,65,35,Rainy
2012-11-09,14:11:54,67,33,Rainy
2012-11-09,14:16:54,71,29,Rainy
2012-11-09,14:21:54,72,28,Rainy
2012-11-09,14:26:54,73,27,Rainy
2012-11-09,14:31:54,74,26,Rainy
2012-11-09,14:36:54,73,27,Rainy
2012-11-09,14:41:55,75,25,Rainy
2012-11-09,14:46:55,76,24,Rainy
2012-11-09,14:51:55,76,24,Rainy
2012-11-09,14:56:55,77,23,Rainy
2012-11-09,15:01:56,77,23,Rainy
2012-11-09,15:06:56,78,22,Rainy
2012-11-09,15:11:56,80,20,Rainy
2012-11-09,15:16:56,79,21,Rainy
2012-11-09,15:21:57,78,22,Rainy
2012-11-09,15:26:57,77,22,Rainy
2012-11-09,15:31:57,78,22,Rainy
2012-11-09,15:36:57,79,21,Rainy
2012-11-09,15:41:57,79,21,Rainy
2012-11-09,15:46:58,80,20,Rainy
2012-11-09,15:51:58,79,21,Rainy
2012-11-09,15:56:58,79,21,Rainy
2012-11-09,16:01:59,79,20,Rainy
2012-11-09,16:06:59,80,20,Rainy
2012-11-09,16:11:59,80,20,Rainy
2012-11-09,16:16:59,80,20,Rainy
2012-11-09,16:22:00,80,20,Rainy
2012-11-09,16:27:00,80,20,Rainy
2012-11-09,16:32:00,79,21,Rainy
2012-11-09,16:37:00,78,22,Rainy
2012-11-09,16:42:00,79,21,Rainy
2012-11-09,16:47:01,79,21,Rainy
2012-11-09,16:52:01,78,22,Rainy
2012-11-09,16:57:01,78,22,Rainy
2012-11-09,17:02:02,77,23,Rainy
2012-11-09,17:07:02,75,25,Rainy
2012-11-09,17:12:02,73,27,Rainy
2012-11-09,17:17:02,72,28,Rainy
2012-11-09,17:22:02,73,27,Rainy
2012-11-09,17:27:03,72,28,Rainy
2012-11-09,17:32:03,71,29,Rainy
2012-11-09,17:37:03,67,33,Rainy
2012-11-09,17:42:03,66,34,Rainy
2012-11-09,17:47:04,65,35,Rainy
2012-11-09,17:52:04,62,38,Rainy
2012-11-09,17:57:04,58,42,Rainy
2012-11-09,18:02:04,51,49,Rainy
2012-11-09,18:07:05,50,50,Rainy
2012-11-09,18:12:05,50,50,Rainy
2012-11-09,18:17:05,53,47,Rainy
2012-11-09,18:22:05,54,46,Rainy
2012-11-09,18:27:06,55,45,Rainy
2012-11-09,18:32:06,56,44,Rainy
2012-11-09,18:37:06,57,43,Rainy
2012-11-09,18:42:06,66,34,Rainy
2012-11-09,18:47:06,83,17,Rainy
2012-11-09,18:52:07,95,5,Rainy
2012-11-09,18:57:07,97,3,Rainy
2012-11-09,19:02:07,98,2,Rainy
2012-11-09,19:07:08,99,1,Rainy
2012-11-09,19:12:08,99,1,Rainy
2012-11-09,19:17:08,98,2,Rainy
2012-11-09,19:22:08,99,1,Rainy
2012-11-09,19:27:09,100,0,Rainy
2012-11-09,19:32:09,100,0,Rainy
2012-11-09,19:37:09,100,0,Rainy
2012-11-10,06:17:38,1,99,Rainy
2012-11-10,06:22:38,1,99,Rainy
2012-11-10,06:27:38,1,99,Rainy
2012-11-10,06:32:38,1,99,Rainy
2012-11-10,06:37:39,1,99,Rainy
2012-11-10,06:42:39,1,99,Rainy
2012-11-10,06:47:39,1,99,Rainy
2012-11-10,06:52:39,1,99,Rainy
2012-11-10,06:57:39,1,99,Rainy
2012-11-10,07:02:40,1,99,Rainy
2012-11-10,07:07:40,1,99,Rainy
2012-11-10,07:12:40,1,99,Rainy
2012-11-10,07:17:40,1,99,Rainy
2012-11-10,07:22:41,1,99,Rainy
2012-11-10,07:27:41,1,99,Rainy
2012-11-10,07:32:41,1,99,Rainy
2012-11-10,07:37:41,1,99,Rainy
2012-11-10,07:42:41,1,99,Rainy
2012-11-10,07:47:42,2,98,Rainy
2012-11-10,07:52:42,3,97,Rainy
2012-11-10,07:57:42,3,97,Rainy
2012-11-10,08:02:42,6,94,Rainy
2012-11-10,08:07:43,9,91,Rainy
2012-11-10,08:12:43,12,86,Rainy
2012-11-10,08:17:43,13,85,Rainy
2012-11-10,08:22:43,20,80,Rainy
2012-11-10,08:27:44,26,74,Rainy
2012-11-10,08:32:44,36,64,Rainy
2012-11-10,08:37:44,51,49,Rainy
2012-11-10,08:42:44,61,39,Rainy
2012-11-10,08:47:45,69,31,Rainy
2012-11-10,08:52:45,81,19,Rainy
2012-11-10,08:57:45,84,14,Rainy
2012-11-10,09:02:45,88,12,Rainy
2012-11-10,09:07:45,88,12,Rainy
2012-11-10,09:12:46,88,12,Rainy
2012-11-10,09:17:46,88,12,Rainy
2012-11-10,09:22:46,88,12,Rainy
2012-11-10,09:27:46,88,12,Rainy
2012-11-10,09:32:46,89,11,Rainy
2012-11-10,09:37:47,89,11,Rainy
2012-11-10,09:42:47,90,10,Rainy
2012-11-10,09:47:47,90,10,Rainy
2012-11-10,09:52:47,90,10,Rainy
2012-11-10,09:57:48,90,10,Rainy
2012-11-10,10:02:48,90,10,Rainy
2012-11-10,10:07:48,90,10,Rainy
2012-11-10,10:12:48,90,10,Rainy
2012-11-10,10:17:49,90,10,Rainy
2012-11-10,10:22:49,90,10,Rainy
2012-11-10,10:27:49,90,10,Rainy
2012-11-10,10:32:49,89,10,Rainy
2012-11-10,10:37:50,90,10,Rainy
2012-11-10,10:42:50,89,11,Rainy
2012-11-10,10:47:50,88,12,Rainy
2012-11-10,10:52:50,90,10,Rainy
2012-11-10,10:57:51,87,13,Rainy
2012-11-10,11:02:51,90,10,Rainy
2012-11-10,11:07:51,90,10,Rainy
2012-11-10,11:12:51,88,12,Rainy
